record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa
27535,2,1,1998,6,OT,M,20.0,23.0,Onychomys,torridus,Rodent
27546,3,1,1998,22,OT,M,21.0,,Onychomys,torridus,Rodent
27552,3,1,1998,20,OT,F,20.0,,Onychomys,torridus,Rodent
27565,3,1,1998,22,OT,M,20.0,,Onychomys,torridus,Rodent
27574,3,1,1998,12,OT,F,20.0,,Onychomys,torridus,Rodent
27576,3,1,1998,17,OT,M,21.0,,Onychomys,torridus,Rodent
27579,3,1,1998,17,OT,F,20.0,,Onychomys,torridus,Rodent
27585,3,1,1998,12,OT,M,21.0,,Onychomys,torridus,Rodent
27599,3,2,1998,4,OT,F,20.0,,Onychomys,torridus,Rodent
27600,3,2,1998,6,OT,F,20.0,,Onychomys,torridus,Rodent
27603,3,2,1998,14,OT,M,21.0,,Onychomys,torridus,Rodent
27651,3,2,1998,11,OT,M,20.0,,Onychomys,torridus,Rodent
27653,3,2,1998,13,OT,M,21.0,,Onychomys,torridus,Rodent
27655,3,2,1998,6,OT,M,20.0,,Onychomys,torridus,Rodent
27660,3,2,1998,11,OT,F,21.0,,Onychomys,torridus,Rodent
27662,3,2,1998,13,OT,F,20.0,,Onychomys,torridus,Rodent
27669,3,2,1998,6,OT,F,20.0,,Onychomys,torridus,Rodent
27692,3,29,1998,17,OT,M,20.0,28.0,Onychomys,torridus,Rodent
27719,3,29,1998,1,OT,F,21.0,30.0,Onychomys,torridus,Rodent
27727,3,29,1998,2,OT,M,21.0,23.0,Onychomys,torridus,Rodent
27750,5,2,1998,12,OT,F,19.0,14.0,Onychomys,torridus,Rodent
27777,5,2,1998,1,OT,F,19.0,35.0,Onychomys,torridus,Rodent
27780,5,2,1998,2,OT,M,19.0,29.0,Onychomys,torridus,Rodent
27788,5,2,1998,12,OT,F,20.0,31.0,Onychomys,torridus,Rodent
27798,5,2,1998,18,OT,M,20.0,29.0,Onychomys,torridus,Rodent
27805,5,3,1998,13,OT,F,19.0,28.0,Onychomys,torridus,Rodent
27829,5,3,1998,4,OT,M,18.0,13.0,Onychomys,torridus,Rodent
27836,5,3,1998,4,OT,F,19.0,13.0,Onychomys,torridus,Rodent
27837,5,3,1998,4,OT,M,17.0,26.0,Onychomys,torridus,Rodent
27847,5,3,1998,16,OT,M,21.0,31.0,Onychomys,torridus,Rodent
27857,5,28,1998,21,OT,F,19.0,23.0,Onychomys,torridus,Rodent
27864,5,28,1998,22,OT,F,21.0,25.0,Onychomys,torridus,Rodent
27893,5,28,1998,22,OT,M,19.0,29.0,Onychomys,torridus,Rodent
27905,5,28,1998,12,OT,M,20.0,30.0,Onychomys,torridus,Rodent
27916,5,28,1998,12,OT,M,22.0,29.0,Onychomys,torridus,Rodent
27934,5,29,1998,3,OT,M,19.0,28.0,Onychomys,torridus,Rodent
27935,5,29,1998,3,OT,M,21.0,21.0,Onychomys,torridus,Rodent
27937,5,29,1998,6,OT,M,20.0,21.0,Onychomys,torridus,Rodent
27946,5,29,1998,6,OT,M,22.0,27.0,Onychomys,torridus,Rodent
27965,5,29,1998,5,OT,F,22.0,24.0,Onychomys,torridus,Rodent
27978,5,29,1998,6,OT,F,20.0,18.0,Onychomys,torridus,Rodent
27986,5,29,1998,15,OT,M,21.0,21.0,Onychomys,torridus,Rodent
28000,5,29,1998,3,OT,M,20.0,21.0,Onychomys,torridus,Rodent
28004,5,29,1998,13,OT,F,20.0,28.0,Onychomys,torridus,Rodent
28031,6,27,1998,21,OT,F,19.0,25.0,Onychomys,torridus,Rodent
28035,6,27,1998,12,OT,M,21.0,28.0,Onychomys,torridus,Rodent
28040,6,27,1998,18,OT,F,20.0,25.0,Onychomys,torridus,Rodent
28044,6,27,1998,17,OT,M,20.0,29.0,Onychomys,torridus,Rodent
28050,6,27,1998,12,OT,F,20.0,17.0,Onychomys,torridus,Rodent
28068,6,27,1998,12,OT,M,21.0,23.0,Onychomys,torridus,Rodent
28083,6,27,1998,12,OT,M,20.0,24.0,Onychomys,torridus,Rodent
28084,6,27,1998,21,OT,M,20.0,23.0,Onychomys,torridus,Rodent
28100,6,28,1998,6,OT,M,19.0,24.0,Onychomys,torridus,Rodent
28148,6,28,1998,6,OT,M,22.0,29.0,Onychomys,torridus,Rodent
28149,6,28,1998,14,OT,F,19.0,27.0,Onychomys,torridus,Rodent
28152,6,28,1998,6,OT,M,20.0,30.0,Onychomys,torridus,Rodent
28207,7,18,1998,22,OT,F,20.0,32.0,Onychomys,torridus,Rodent
28208,7,18,1998,17,OT,F,19.0,27.0,Onychomys,torridus,Rodent
28213,7,18,1998,22,OT,M,20.0,32.0,Onychomys,torridus,Rodent
28229,7,18,1998,12,OT,F,19.0,24.0,Onychomys,torridus,Rodent
28248,7,19,1998,9,OT,M,20.0,25.0,Onychomys,torridus,Rodent
28253,7,19,1998,13,OT,F,19.0,36.0,Onychomys,torridus,Rodent
28256,7,19,1998,6,OT,F,20.0,35.0,Onychomys,torridus,Rodent
28263,7,19,1998,11,OT,M,20.0,30.0,Onychomys,torridus,Rodent
28287,7,19,1998,5,OT,M,21.0,22.0,Onychomys,torridus,Rodent
28310,7,19,1998,14,OT,F,19.0,31.0,Onychomys,torridus,Rodent
28346,8,22,1998,12,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28348,8,22,1998,12,OT,F,20.0,24.0,Onychomys,torridus,Rodent
28365,8,22,1998,18,OT,M,20.0,23.0,Onychomys,torridus,Rodent
28388,8,22,1998,21,OT,F,19.0,24.0,Onychomys,torridus,Rodent
28394,8,22,1998,22,OT,M,19.0,30.0,Onychomys,torridus,Rodent
28419,8,23,1998,4,OT,M,19.0,18.0,Onychomys,torridus,Rodent
28431,8,23,1998,6,OT,F,19.0,22.0,Onychomys,torridus,Rodent
28436,8,23,1998,6,OT,M,20.0,28.0,Onychomys,torridus,Rodent
28459,8,23,1998,13,OT,M,20.0,26.0,Onychomys,torridus,Rodent
28469,8,23,1998,14,OT,F,,24.0,Onychomys,torridus,Rodent
28510,9,19,1998,20,OT,M,20.0,19.0,Onychomys,torridus,Rodent
28541,9,20,1998,1,OT,M,20.0,25.0,Onychomys,torridus,Rodent
28555,9,20,1998,2,OT,M,20.0,20.0,Onychomys,torridus,Rodent
28557,9,20,1998,2,OT,M,20.0,20.0,Onychomys,torridus,Rodent
28577,9,20,1998,4,OT,M,,23.0,Onychomys,torridus,Rodent
28601,9,20,1998,13,OT,F,20.0,26.0,Onychomys,torridus,Rodent
28610,9,20,1998,14,OT,M,19.0,25.0,Onychomys,torridus,Rodent
28613,9,20,1998,14,OT,F,,22.0,Onychomys,torridus,Rodent
28625,9,21,1998,11,OT,F,21.0,23.0,Onychomys,torridus,Rodent
28639,9,21,1998,17,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28649,10,24,1998,1,OT,M,20.0,23.0,Onychomys,torridus,Rodent
28656,10,24,1998,2,OT,M,19.0,23.0,Onychomys,torridus,Rodent
28659,10,24,1998,2,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28664,10,24,1998,2,OT,F,21.0,28.0,Onychomys,torridus,Rodent
28666,10,24,1998,2,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28679,10,24,1998,12,OT,M,20.0,23.0,Onychomys,torridus,Rodent
28682,10,24,1998,17,OT,F,19.0,25.0,Onychomys,torridus,Rodent
28689,10,24,1998,18,OT,F,20.0,24.0,Onychomys,torridus,Rodent
28693,10,24,1998,18,OT,M,20.0,21.0,Onychomys,torridus,Rodent
28697,10,24,1998,19,OT,F,20.0,22.0,Onychomys,torridus,Rodent
28701,10,24,1998,19,OT,M,21.0,21.0,Onychomys,torridus,Rodent
28708,10,24,1998,20,OT,M,20.0,24.0,Onychomys,torridus,Rodent
28721,10,24,1998,22,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28725,10,24,1998,22,OT,F,20.0,28.0,Onychomys,torridus,Rodent
28736,10,25,1998,3,OT,F,20.0,24.0,Onychomys,torridus,Rodent
28741,10,25,1998,3,OT,F,20.0,20.0,Onychomys,torridus,Rodent
28751,10,25,1998,4,OT,M,20.0,19.0,Onychomys,torridus,Rodent
28753,10,25,1998,6,OT,M,21.0,27.0,Onychomys,torridus,Rodent
28757,10,25,1998,6,OT,F,21.0,22.0,Onychomys,torridus,Rodent
28758,10,25,1998,6,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28759,10,25,1998,8,OT,M,20.0,24.0,Onychomys,torridus,Rodent
28784,10,25,1998,13,OT,F,20.0,26.0,Onychomys,torridus,Rodent
28790,10,25,1998,16,OT,M,20.0,19.0,Onychomys,torridus,Rodent
28791,10,25,1998,16,OT,F,19.0,21.0,Onychomys,torridus,Rodent
28796,11,21,1998,1,OT,F,20.0,23.0,Onychomys,torridus,Rodent
28803,11,21,1998,2,OT,F,19.0,23.0,Onychomys,torridus,Rodent
28809,11,21,1998,12,OT,M,21.0,25.0,Onychomys,torridus,Rodent
28831,11,21,1998,18,OT,F,21.0,26.0,Onychomys,torridus,Rodent
28833,11,21,1998,18,OT,M,21.0,27.0,Onychomys,torridus,Rodent
28843,11,21,1998,20,OT,M,19.0,24.0,Onychomys,torridus,Rodent
28845,11,21,1998,21,OT,M,19.0,25.0,Onychomys,torridus,Rodent
28849,11,21,1998,21,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28868,11,22,1998,3,OT,M,20.0,24.0,Onychomys,torridus,Rodent
28870,11,22,1998,3,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28881,11,22,1998,4,OT,F,20.0,20.0,Onychomys,torridus,Rodent
28885,11,22,1998,5,OT,M,20.0,24.0,Onychomys,torridus,Rodent
28887,11,22,1998,6,OT,F,21.0,29.0,Onychomys,torridus,Rodent
28888,11,22,1998,6,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28889,11,22,1998,6,OT,F,21.0,23.0,Onychomys,torridus,Rodent
28893,11,22,1998,8,OT,F,20.0,26.0,Onychomys,torridus,Rodent
28895,11,22,1998,8,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28907,11,22,1998,11,OT,F,20.0,25.0,Onychomys,torridus,Rodent
28911,11,22,1998,13,OT,F,20.0,28.0,Onychomys,torridus,Rodent
28923,12,22,1998,2,OT,F,20.0,23.0,Onychomys,torridus,Rodent
28924,12,22,1998,2,OT,M,20.0,27.0,Onychomys,torridus,Rodent
28925,12,22,1998,2,OT,F,21.0,31.0,Onychomys,torridus,Rodent
28940,12,22,1998,19,OT,F,21.0,28.0,Onychomys,torridus,Rodent
28944,12,22,1998,18,OT,F,20.0,26.0,Onychomys,torridus,Rodent
28946,12,22,1998,18,OT,F,20.0,27.0,Onychomys,torridus,Rodent
28958,12,22,1998,20,OT,M,20.0,22.0,Onychomys,torridus,Rodent
28964,12,22,1998,22,OT,M,20.0,29.0,Onychomys,torridus,Rodent
28965,12,22,1998,22,OT,F,20.0,27.0,Onychomys,torridus,Rodent
28986,12,23,1998,4,OT,M,19.0,28.0,Onychomys,torridus,Rodent
28987,12,23,1998,6,OT,F,21.0,31.0,Onychomys,torridus,Rodent
28996,12,23,1998,9,OT,F,20.0,21.0,Onychomys,torridus,Rodent
29004,12,23,1998,13,OT,F,20.0,28.0,Onychomys,torridus,Rodent
29005,12,23,1998,13,OT,M,20.0,25.0,Onychomys,torridus,Rodent
29014,12,23,1998,14,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29030,1,16,1999,2,OT,M,20.0,22.0,Onychomys,torridus,Rodent
29031,1,16,1999,2,OT,M,20.0,26.0,Onychomys,torridus,Rodent
29034,1,16,1999,2,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29042,1,16,1999,12,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29057,1,16,1999,18,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29060,1,16,1999,18,OT,M,20.0,24.0,Onychomys,torridus,Rodent
29074,1,16,1999,22,OT,M,20.0,25.0,Onychomys,torridus,Rodent
29076,1,16,1999,22,OT,F,29.0,20.0,Onychomys,torridus,Rodent
29079,1,16,1999,22,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29085,1,16,1999,20,OT,F,19.0,21.0,Onychomys,torridus,Rodent
29087,1,16,1999,20,OT,M,20.0,21.0,Onychomys,torridus,Rodent
29094,1,17,1999,3,OT,M,19.0,27.0,Onychomys,torridus,Rodent
29103,1,17,1999,4,OT,M,20.0,22.0,Onychomys,torridus,Rodent
29108,1,17,1999,4,OT,F,20.0,21.0,Onychomys,torridus,Rodent
29109,1,17,1999,6,OT,F,20.0,33.0,Onychomys,torridus,Rodent
29111,1,17,1999,6,OT,M,20.0,29.0,Onychomys,torridus,Rodent
29113,1,17,1999,6,OT,F,21.0,23.0,Onychomys,torridus,Rodent
29116,1,17,1999,11,OT,M,20.0,25.0,Onychomys,torridus,Rodent
29119,1,17,1999,11,OT,F,20.0,23.0,Onychomys,torridus,Rodent
29137,1,17,1999,13,OT,M,19.0,26.0,Onychomys,torridus,Rodent
29142,1,17,1999,13,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29156,2,20,1999,1,OT,M,19.0,25.0,Onychomys,torridus,Rodent
29177,2,20,1999,12,OT,M,20.0,23.0,Onychomys,torridus,Rodent
29189,2,20,1999,19,OT,M,20.0,23.0,Onychomys,torridus,Rodent
29207,2,20,1999,17,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29210,2,20,1999,17,OT,F,20.0,26.0,Onychomys,torridus,Rodent
29230,2,20,1999,23,OT,M,19.0,24.0,Onychomys,torridus,Rodent
29235,2,21,1999,3,OT,M,19.0,25.0,Onychomys,torridus,Rodent
29237,2,21,1999,3,OT,F,20.0,24.0,Onychomys,torridus,Rodent
29241,2,21,1999,4,OT,M,20.0,23.0,Onychomys,torridus,Rodent
29253,2,21,1999,6,OT,F,21.0,22.0,Onychomys,torridus,Rodent
29255,2,21,1999,6,OT,M,21.0,28.0,Onychomys,torridus,Rodent
29256,2,21,1999,6,OT,F,21.0,29.0,Onychomys,torridus,Rodent
29271,2,21,1999,8,OT,F,21.0,24.0,Onychomys,torridus,Rodent
29283,2,21,1999,13,OT,F,19.0,30.0,Onychomys,torridus,Rodent
29289,2,21,1999,14,OT,M,20.0,24.0,Onychomys,torridus,Rodent
29300,3,14,1999,1,OT,F,20.0,28.0,Onychomys,torridus,Rodent
29303,3,14,1999,1,OT,M,18.0,27.0,Onychomys,torridus,Rodent
29322,3,14,1999,12,OT,M,20.0,26.0,Onychomys,torridus,Rodent
29324,3,14,1999,12,OT,F,20.0,26.0,Onychomys,torridus,Rodent
29338,3,14,1999,17,OT,M,21.0,27.0,Onychomys,torridus,Rodent
29343,3,14,1999,17,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29372,3,15,1999,3,OT,F,19.0,25.0,Onychomys,torridus,Rodent
29383,3,15,1999,4,OT,F,20.0,26.0,Onychomys,torridus,Rodent
29385,3,15,1999,6,OT,F,21.0,30.0,Onychomys,torridus,Rodent
29388,3,15,1999,6,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29406,3,15,1999,13,OT,F,20.0,26.0,Onychomys,torridus,Rodent
29410,3,15,1999,13,OT,F,19.0,35.0,Onychomys,torridus,Rodent
29418,3,15,1999,5,OT,M,19.0,24.0,Onychomys,torridus,Rodent
29447,4,17,1999,12,OT,F,20.0,25.0,Onychomys,torridus,Rodent
29448,4,17,1999,12,OT,M,19.0,23.0,Onychomys,torridus,Rodent
29452,4,17,1999,19,OT,M,19.0,25.0,Onychomys,torridus,Rodent
29467,4,17,1999,17,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29517,4,18,1999,6,OT,F,20.0,22.0,Onychomys,torridus,Rodent
29518,4,18,1999,6,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29519,4,18,1999,6,OT,M,20.0,25.0,Onychomys,torridus,Rodent
29520,4,18,1999,6,OT,F,21.0,27.0,Onychomys,torridus,Rodent
29533,4,18,1999,9,OT,M,19.0,23.0,Onychomys,torridus,Rodent
29542,4,18,1999,8,OT,F,20.0,29.0,Onychomys,torridus,Rodent
29549,4,18,1999,13,OT,F,20.0,26.0,Onychomys,torridus,Rodent
29583,5,15,1999,12,OT,F,20.0,30.0,Onychomys,torridus,Rodent
29589,5,15,1999,19,OT,F,21.0,37.0,Onychomys,torridus,Rodent
29618,5,15,1999,22,OT,F,19.0,35.0,Onychomys,torridus,Rodent
29626,5,15,1999,23,OT,F,20.0,34.0,Onychomys,torridus,Rodent
29637,5,16,1999,4,OT,F,20.0,29.0,Onychomys,torridus,Rodent
29644,5,16,1999,6,OT,M,20.0,30.0,Onychomys,torridus,Rodent
29648,5,16,1999,11,OT,F,21.0,24.0,Onychomys,torridus,Rodent
29671,5,16,1999,8,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29673,5,16,1999,13,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29674,5,16,1999,13,OT,M,19.0,23.0,Onychomys,torridus,Rodent
29676,5,16,1999,13,OT,M,20.0,28.0,Onychomys,torridus,Rodent
29691,5,16,1999,5,OT,F,20.0,29.0,Onychomys,torridus,Rodent
29707,6,12,1999,12,OT,F,21.0,32.0,Onychomys,torridus,Rodent
29738,6,12,1999,17,OT,M,20.0,28.0,Onychomys,torridus,Rodent
29777,6,13,1999,4,OT,F,20.0,28.0,Onychomys,torridus,Rodent
29784,6,13,1999,6,OT,F,22.0,36.0,Onychomys,torridus,Rodent
29791,6,13,1999,9,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29814,6,13,1999,5,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29815,6,13,1999,5,OT,M,21.0,30.0,Onychomys,torridus,Rodent
29846,9,12,1999,13,OT,F,20.0,34.0,Onychomys,torridus,Rodent
29892,10,9,1999,22,OT,F,20.0,29.0,Onychomys,torridus,Rodent
29903,10,10,1999,3,OT,M,21.0,14.0,Onychomys,torridus,Rodent
29907,10,10,1999,6,OT,M,20.0,23.0,Onychomys,torridus,Rodent
29915,10,10,1999,11,OT,F,19.0,26.0,Onychomys,torridus,Rodent
29927,10,10,1999,13,OT,F,20.0,29.0,Onychomys,torridus,Rodent
29929,10,10,1999,13,OT,M,21.0,22.0,Onychomys,torridus,Rodent
29943,11,6,1999,1,OT,F,22.0,32.0,Onychomys,torridus,Rodent
29955,11,6,1999,19,OT,M,20.0,21.0,Onychomys,torridus,Rodent
29956,11,6,1999,19,OT,F,20.0,27.0,Onychomys,torridus,Rodent
29963,11,6,1999,18,OT,M,21.0,19.0,Onychomys,torridus,Rodent
29966,11,6,1999,18,OT,M,20.0,27.0,Onychomys,torridus,Rodent
29970,11,6,1999,17,OT,M,20.0,28.0,Onychomys,torridus,Rodent
29979,11,6,1999,20,OT,M,20.0,25.0,Onychomys,torridus,Rodent
30007,11,7,1999,6,OT,F,20.0,22.0,Onychomys,torridus,Rodent
30010,11,7,1999,11,OT,F,20.0,24.0,Onychomys,torridus,Rodent
30015,11,7,1999,11,OT,M,21.0,25.0,Onychomys,torridus,Rodent
30030,11,7,1999,8,OT,M,19.0,11.0,Onychomys,torridus,Rodent
30041,11,7,1999,14,OT,F,21.0,33.0,Onychomys,torridus,Rodent
30049,11,7,1999,14,OT,M,20.0,23.0,Onychomys,torridus,Rodent
30080,12,5,1999,19,OT,M,19.0,16.0,Onychomys,torridus,Rodent
30090,12,5,1999,20,OT,M,20.0,24.0,Onychomys,torridus,Rodent
30100,12,5,1999,21,OT,M,20.0,19.0,Onychomys,torridus,Rodent
30124,12,6,1999,6,OT,F,19.0,20.0,Onychomys,torridus,Rodent
30128,12,6,1999,11,OT,F,19.0,24.0,Onychomys,torridus,Rodent
30142,12,6,1999,8,OT,M,19.0,18.0,Onychomys,torridus,Rodent
30185,1,8,2000,12,OT,F,20.0,25.0,Onychomys,torridus,Rodent
30220,1,10,2000,3,OT,F,20.0,25.0,Onychomys,torridus,Rodent
30233,1,10,2000,6,OT,F,20.0,20.0,Onychomys,torridus,Rodent
30234,1,10,2000,6,OT,M,20.0,27.0,Onychomys,torridus,Rodent
30263,1,10,2000,8,OT,M,20.0,24.0,Onychomys,torridus,Rodent
30265,1,10,2000,13,OT,M,19.0,22.0,Onychomys,torridus,Rodent
30277,1,10,2000,15,OT,F,20.0,19.0,Onychomys,torridus,Rodent
30291,2,5,2000,1,OT,F,21.0,29.0,Onychomys,torridus,Rodent
30356,2,5,2000,7,OT,M,19.0,25.0,Onychomys,torridus,Rodent
30363,2,6,2000,3,OT,M,21.0,26.0,Onychomys,torridus,Rodent
30373,2,6,2000,6,OT,M,21.0,26.0,Onychomys,torridus,Rodent
30376,2,6,2000,11,OT,F,20.0,21.0,Onychomys,torridus,Rodent
30380,2,6,2000,11,OT,M,20.0,25.0,Onychomys,torridus,Rodent
30383,2,6,2000,9,OT,M,20.0,27.0,Onychomys,torridus,Rodent
30402,2,6,2000,13,OT,M,20.0,22.0,Onychomys,torridus,Rodent
30404,2,6,2000,13,OT,M,19.0,,Onychomys,torridus,Rodent
30478,3,4,2000,17,OT,M,20.0,24.0,Onychomys,torridus,Rodent
30506,3,5,2000,3,OT,M,20.0,29.0,Onychomys,torridus,Rodent
30515,3,5,2000,6,OT,M,20.0,25.0,Onychomys,torridus,Rodent
30516,3,5,2000,6,OT,M,20.0,31.0,Onychomys,torridus,Rodent
30518,3,5,2000,6,OT,F,19.0,26.0,Onychomys,torridus,Rodent
30525,3,5,2000,11,OT,M,21.0,30.0,Onychomys,torridus,Rodent
30527,3,5,2000,11,OT,F,20.0,26.0,Onychomys,torridus,Rodent
30536,3,5,2000,9,OT,M,20.0,28.0,Onychomys,torridus,Rodent
30549,3,5,2000,8,OT,M,29.0,22.0,Onychomys,torridus,Rodent
30555,3,5,2000,13,OT,M,20.0,25.0,Onychomys,torridus,Rodent
30561,3,5,2000,14,OT,M,21.0,30.0,Onychomys,torridus,Rodent
30562,3,5,2000,14,OT,F,21.0,31.0,Onychomys,torridus,Rodent
30567,3,5,2000,15,OT,M,20.0,26.0,Onychomys,torridus,Rodent
30579,3,5,2000,16,OT,M,20.0,24.0,Onychomys,torridus,Rodent
30599,4,30,2000,17,OT,F,19.0,29.0,Onychomys,torridus,Rodent
30601,4,30,2000,17,OT,M,21.0,30.0,Onychomys,torridus,Rodent
30613,4,30,2000,12,OT,M,21.0,29.0,Onychomys,torridus,Rodent
30619,4,30,2000,12,OT,F,20.0,35.0,Onychomys,torridus,Rodent
30655,5,1,2000,6,OT,M,20.0,33.0,Onychomys,torridus,Rodent
30659,5,1,2000,9,OT,F,20.0,24.0,Onychomys,torridus,Rodent
30670,5,1,2000,15,OT,F,19.0,38.0,Onychomys,torridus,Rodent
30682,5,1,2000,11,OT,M,22.0,29.0,Onychomys,torridus,Rodent
30706,5,1,2000,13,OT,M,21.0,29.0,Onychomys,torridus,Rodent
30709,5,1,2000,13,OT,F,20.0,29.0,Onychomys,torridus,Rodent
30710,5,1,2000,14,OT,F,20.0,32.0,Onychomys,torridus,Rodent
30744,6,3,2000,12,OT,F,20.0,26.0,Onychomys,torridus,Rodent
30747,6,3,2000,12,OT,F,20.0,18.0,Onychomys,torridus,Rodent
30761,6,3,2000,19,OT,F,26.0,30.0,Onychomys,torridus,Rodent
30803,6,4,2000,3,OT,M,20.0,32.0,Onychomys,torridus,Rodent
30859,6,4,2000,9,OT,M,20.0,26.0,Onychomys,torridus,Rodent
30862,6,4,2000,9,OT,F,20.0,31.0,Onychomys,torridus,Rodent
30876,6,4,2000,13,OT,F,21.0,35.0,Onychomys,torridus,Rodent
30890,6,4,2000,5,OT,F,20.0,,Onychomys,torridus,Rodent
30912,7,1,2000,2,OT,M,20.0,23.0,Onychomys,torridus,Rodent
30929,7,1,2000,12,OT,F,21.0,29.0,Onychomys,torridus,Rodent
30976,7,1,2000,17,OT,F,20.0,27.0,Onychomys,torridus,Rodent
30982,7,1,2000,24,OT,M,20.0,21.0,Onychomys,torridus,Rodent
30990,7,2,2000,3,OT,M,19.0,22.0,Onychomys,torridus,Rodent
31020,7,2,2000,11,OT,F,21.0,18.0,Onychomys,torridus,Rodent
31030,7,2,2000,9,OT,F,20.0,40.0,Onychomys,torridus,Rodent
31039,7,2,2000,9,OT,M,19.0,29.0,Onychomys,torridus,Rodent
31050,7,2,2000,8,OT,F,21.0,20.0,Onychomys,torridus,Rodent
31069,7,2,2000,14,OT,F,20.0,30.0,Onychomys,torridus,Rodent
31089,7,2,2000,10,OT,M,19.0,15.0,Onychomys,torridus,Rodent
31194,8,25,2000,1,OT,M,20.0,22.0,Onychomys,torridus,Rodent
31213,8,25,2000,2,OT,F,21.0,32.0,Onychomys,torridus,Rodent
31223,8,25,2000,12,OT,M,20.0,24.0,Onychomys,torridus,Rodent
31234,8,25,2000,19,OT,M,20.0,25.0,Onychomys,torridus,Rodent
31237,8,25,2000,18,OT,M,20.0,21.0,Onychomys,torridus,Rodent
31256,8,25,2000,20,OT,M,20.0,,Onychomys,torridus,Rodent
31264,8,25,2000,17,OT,F,21.0,24.0,Onychomys,torridus,Rodent
31266,8,25,2000,17,OT,F,20.0,31.0,Onychomys,torridus,Rodent
31274,8,26,2000,3,OT,M,19.0,25.0,Onychomys,torridus,Rodent
31290,8,26,2000,4,OT,M,20.0,20.0,Onychomys,torridus,Rodent
31303,8,26,2000,6,OT,M,21.0,26.0,Onychomys,torridus,Rodent
31311,8,26,2000,11,OT,F,21.0,24.0,Onychomys,torridus,Rodent
31330,8,26,2000,8,OT,F,20.0,23.0,Onychomys,torridus,Rodent
31332,8,26,2000,8,OT,M,20.0,19.0,Onychomys,torridus,Rodent
31345,8,26,2000,13,OT,M,19.0,19.0,Onychomys,torridus,Rodent
31350,8,26,2000,14,OT,M,20.0,22.0,Onychomys,torridus,Rodent
31358,8,26,2000,14,OT,F,20.0,34.0,Onychomys,torridus,Rodent
31361,8,26,2000,15,OT,F,21.0,30.0,Onychomys,torridus,Rodent
31372,9,30,2000,1,OT,F,20.0,19.0,Onychomys,torridus,Rodent
31377,9,30,2000,1,OT,M,20.0,25.0,Onychomys,torridus,Rodent
31384,9,30,2000,2,OT,M,20.0,25.0,Onychomys,torridus,Rodent
31388,9,30,2000,2,OT,F,20.0,30.0,Onychomys,torridus,Rodent
31394,9,30,2000,12,OT,F,20.0,29.0,Onychomys,torridus,Rodent
31395,9,30,2000,12,OT,M,20.0,23.0,Onychomys,torridus,Rodent
31404,9,30,2000,18,OT,M,20.0,,Onychomys,torridus,Rodent
31405,9,30,2000,18,OT,,,,Onychomys,torridus,Rodent
31409,9,30,2000,18,OT,F,20.0,16.0,Onychomys,torridus,Rodent
31417,9,30,2000,17,OT,F,20.0,27.0,Onychomys,torridus,Rodent
31421,9,30,2000,20,OT,M,21.0,26.0,Onychomys,torridus,Rodent
31423,9,30,2000,20,OT,F,20.0,29.0,Onychomys,torridus,Rodent
31445,10,1,2000,3,OT,F,20.0,27.0,Onychomys,torridus,Rodent
31460,10,1,2000,6,OT,F,20.0,24.0,Onychomys,torridus,Rodent
31461,10,1,2000,11,OT,M,20.0,23.0,Onychomys,torridus,Rodent
31468,10,1,2000,9,OT,M,20.0,23.0,Onychomys,torridus,Rodent
31474,10,1,2000,8,OT,M,20.0,26.0,Onychomys,torridus,Rodent
31481,10,1,2000,8,OT,M,21.0,22.0,Onychomys,torridus,Rodent
31482,10,1,2000,8,OT,F,21.0,24.0,Onychomys,torridus,Rodent
31490,10,1,2000,14,OT,F,22.0,35.0,Onychomys,torridus,Rodent
31491,10,1,2000,14,OT,M,21.0,23.0,Onychomys,torridus,Rodent
31494,10,1,2000,15,OT,M,20.0,20.0,Onychomys,torridus,Rodent
31495,10,1,2000,15,OT,F,20.0,24.0,Onychomys,torridus,Rodent
